"Time (CET/CEST)","Day-ahead Total Load Forecast [MW] - BZN|ES","Actual Total Load [MW] - BZN|ES"
"10.10.2020 12:00 - 10.10.2020 13:00","27071","26952"
"10.10.2020 13:00 - 10.10.2020 14:00","27283","27080"
"10.10.2020 14:00 - 10.10.2020 15:00","26634","26406"
"10.10.2020 15:00 - 10.10.2020 16:00","25178","24820"
"10.10.2020 16:00 - 10.10.2020 17:00","24358","24121"
"10.10.2020 17:00 - 10.10.2020 18:00","24082","23926"
"10.10.2020 18:00 - 10.10.2020 19:00","24131","23986"
"10.10.2020 19:00 - 10.10.2020 20:00","24712","25016"
"10.10.2020 20:00 - 10.10.2020 21:00","27063","27260"
"10.10.2020 21:00 - 10.10.2020 22:00","26991","27180"
"10.10.2020 22:00 - 10.10.2020 23:00","24987","25179"
"10.10.2020 23:00 - 11.10.2020 00:00","23396","23420"
"11.10.2020 00:00 - 11.10.2020 01:00","22034","22018"
"11.10.2020 01:00 - 11.10.2020 02:00","20910","20695"
"11.10.2020 02:00 - 11.10.2020 03:00","19946","19814"
"11.10.2020 03:00 - 11.10.2020 04:00","19394","19237"
"11.10.2020 04:00 - 11.10.2020 05:00","19145","19044"
"11.10.2020 05:00 - 11.10.2020 06:00","19082","18994"
"11.10.2020 06:00 - 11.10.2020 07:00","19393","19288"
"11.10.2020 07:00 - 11.10.2020 08:00","19971","19960"
"11.10.2020 08:00 - 11.10.2020 09:00","20119","20209"
"11.10.2020 09:00 - 11.10.2020 10:00","21673","21827"
"11.10.2020 10:00 - 11.10.2020 11:00","23156","23226"
"11.10.2020 11:00 - 11.10.2020 12:00","23999","24075"
"11.10.2020 12:00 - 11.10.2020 13:00","24351","24408"
"11.10.2020 13:00 - 11.10.2020 14:00","24738","24753"
"11.10.2020 14:00 - 11.10.2020 15:00","24492","24383"
"11.10.2020 15:00 - 11.10.2020 16:00","23030","23055"
"11.10.2020 16:00 - 11.10.2020 17:00","22226","22212"
"11.10.2020 17:00 - 11.10.2020 18:00","22081","21919"
"11.10.2020 18:00 - 11.10.2020 19:00","22327","22001"
"11.10.2020 19:00 - 11.10.2020 20:00","23174","23096"
"11.10.2020 20:00 - 11.10.2020 21:00","25936","25555"
"11.10.2020 21:00 - 11.10.2020 22:00","26091","25841"
"11.10.2020 22:00 - 11.10.2020 23:00","24647","24492"
"11.10.2020 23:00 - 12.10.2020 00:00","23318","22949"
"12.10.2020 00:00 - 12.10.2020 01:00","22135","21582"
"12.10.2020 01:00 - 12.10.2020 02:00","20968","20328"
"12.10.2020 02:00 - 12.10.2020 03:00","20063","19339"
"12.10.2020 03:00 - 12.10.2020 04:00","19606","18864"
"12.10.2020 04:00 - 12.10.2020 05:00","19192","18824"
"12.10.2020 05:00 - 12.10.2020 06:00","19303","18912"
"12.10.2020 06:00 - 12.10.2020 07:00","19826","19380"
"12.10.2020 07:00 - 12.10.2020 08:00","20335","20184"
"12.10.2020 08:00 - 12.10.2020 09:00","20250","20587"
"12.10.2020 09:00 - 12.10.2020 10:00","21658","22334"
"12.10.2020 10:00 - 12.10.2020 11:00","23159","23835"
"12.10.2020 11:00 - 12.10.2020 12:00","23974","24512"
"12.10.2020 12:00 - 12.10.2020 13:00","24188","24719"
"12.10.2020 13:00 - 12.10.2020 14:00","24679","25263"
"12.10.2020 14:00 - 12.10.2020 15:00","24426","24958"
"12.10.2020 15:00 - 12.10.2020 16:00","23001","23587"
"12.10.2020 16:00 - 12.10.2020 17:00","22299","22847"
"12.10.2020 17:00 - 12.10.2020 18:00","22067","22683"
"12.10.2020 18:00 - 12.10.2020 19:00","22282","22871"
"12.10.2020 19:00 - 12.10.2020 20:00","23765","24233"
"12.10.2020 20:00 - 12.10.2020 21:00","26581","27040"
"12.10.2020 21:00 - 12.10.2020 22:00","26767","26987"
"12.10.2020 22:00 - 12.10.2020 23:00","25051","25089"
"12.10.2020 23:00 - 13.10.2020 00:00","23498","23307"
"13.10.2020 00:00 - 13.10.2020 01:00","22077","21960"
"13.10.2020 01:00 - 13.10.2020 02:00","20831","20776"
"13.10.2020 02:00 - 13.10.2020 03:00","20172","20087"
"13.10.2020 03:00 - 13.10.2020 04:00","19827","19886"
"13.10.2020 04:00 - 13.10.2020 05:00","19929","19807"
"13.10.2020 05:00 - 13.10.2020 06:00","20678","20435"
"13.10.2020 06:00 - 13.10.2020 07:00","23216","23097"
"13.10.2020 07:00 - 13.10.2020 08:00","26895","26703"
"13.10.2020 08:00 - 13.10.2020 09:00","29232","28643"
"13.10.2020 09:00 - 13.10.2020 10:00","30400","29551"
"13.10.2020 10:00 - 13.10.2020 11:00","31016","30010"
"13.10.2020 11:00 - 13.10.2020 12:00","31165","30189"
"13.10.2020 12:00 - 13.10.2020 13:00","31500","30539"
"13.10.2020 13:00 - 13.10.2020 14:00","31519","30560"
"13.10.2020 14:00 - 13.10.2020 15:00","30335","29723"
"13.10.2020 15:00 - 13.10.2020 16:00","29278","29001"
"13.10.2020 16:00 - 13.10.2020 17:00","28899","28597"
"13.10.2020 17:00 - 13.10.2020 18:00","28836","28391"
"13.10.2020 18:00 - 13.10.2020 19:00","28662","28301"
"13.10.2020 19:00 - 13.10.2020 20:00","29638","29407"
"13.10.2020 20:00 - 13.10.2020 21:00","31927","31757"
"13.10.2020 21:00 - 13.10.2020 22:00","30880","30970"
"13.10.2020 22:00 - 13.10.2020 23:00","27670","28044"
"13.10.2020 23:00 - 14.10.2020 00:00","25189","25650"
"14.10.2020 00:00 - 14.10.2020 01:00","24035","24228"
"14.10.2020 01:00 - 14.10.2020 02:00","22736","22977"
"14.10.2020 02:00 - 14.10.2020 03:00","21883","22230"
"14.10.2020 03:00 - 14.10.2020 04:00","21550","21840"
"14.10.2020 04:00 - 14.10.2020 05:00","21622","21856"
"14.10.2020 05:00 - 14.10.2020 06:00","22065","22363"
"14.10.2020 06:00 - 14.10.2020 07:00","24299","24703"
"14.10.2020 07:00 - 14.10.2020 08:00","27922","28132"
"14.10.2020 08:00 - 14.10.2020 09:00","29565","29697"
"14.10.2020 09:00 - 14.10.2020 10:00","30372","30496"
"14.10.2020 10:00 - 14.10.2020 11:00","30774","31041"
"14.10.2020 11:00 - 14.10.2020 12:00","30929","31164"
"14.10.2020 12:00 - 14.10.2020 13:00","31229","31555"
"14.10.2020 13:00 - 14.10.2020 14:00","31206","31384"
"14.10.2020 14:00 - 14.10.2020 15:00","30163","30459"
"14.10.2020 15:00 - 14.10.2020 16:00","29325","29472"
"14.10.2020 16:00 - 14.10.2020 17:00","28937","29025"
"14.10.2020 17:00 - 14.10.2020 18:00","28883","29153"
"14.10.2020 18:00 - 14.10.2020 19:00","28723","28898"
"14.10.2020 19:00 - 14.10.2020 20:00","29668","30063"
"14.10.2020 20:00 - 14.10.2020 21:00","32178","32408"
"14.10.2020 21:00 - 14.10.2020 22:00","31267","31487"
"14.10.2020 22:00 - 14.10.2020 23:00","28166","28361"
"14.10.2020 23:00 - 15.10.2020 00:00","25700","25996"
"15.10.2020 00:00 - 15.10.2020 01:00","24380","24602"
"15.10.2020 01:00 - 15.10.2020 02:00","23089","23342"
"15.10.2020 02:00 - 15.10.2020 03:00","22251","22415"
"15.10.2020 03:00 - 15.10.2020 04:00","21951","22105"
"15.10.2020 04:00 - 15.10.2020 05:00","21905","22090"
"15.10.2020 05:00 - 15.10.2020 06:00","22372","22432"
"15.10.2020 06:00 - 15.10.2020 07:00","24646","24640"
"15.10.2020 07:00 - 15.10.2020 08:00","28205","28074"
"15.10.2020 08:00 - 15.10.2020 09:00","29877","29749"
"15.10.2020 09:00 - 15.10.2020 10:00","30715","30723"
"15.10.2020 10:00 - 15.10.2020 11:00","31107","31286"
"15.10.2020 11:00 - 15.10.2020 12:00","31221","31388"
"15.10.2020 12:00 - 15.10.2020 13:00","31426","31669"
"15.10.2020 13:00 - 15.10.2020 14:00","31319","31459"
"15.10.2020 14:00 - 15.10.2020 15:00","30315","30583"
"15.10.2020 15:00 - 15.10.2020 16:00","29411","29705"
"15.10.2020 16:00 - 15.10.2020 17:00","29003","29191"
"15.10.2020 17:00 - 15.10.2020 18:00","29005","29127"
"15.10.2020 18:00 - 15.10.2020 19:00","28950","28990"
"15.10.2020 19:00 - 15.10.2020 20:00","29942","30145"
"15.10.2020 20:00 - 15.10.2020 21:00","32330","32501"
"15.10.2020 21:00 - 15.10.2020 22:00","31422","31619"
"15.10.2020 22:00 - 15.10.2020 23:00","28402","28584"
"15.10.2020 23:00 - 16.10.2020 00:00","26016","26193"
"16.10.2020 00:00 - 16.10.2020 01:00","24617","24781"
"16.10.2020 01:00 - 16.10.2020 02:00","23306","23525"
"16.10.2020 02:00 - 16.10.2020 03:00","22434","22626"
"16.10.2020 03:00 - 16.10.2020 04:00","22035","22353"
"16.10.2020 04:00 - 16.10.2020 05:00","22014","22266"
"16.10.2020 05:00 - 16.10.2020 06:00","22479","22605"
"16.10.2020 06:00 - 16.10.2020 07:00","24673","24790"
"16.10.2020 07:00 - 16.10.2020 08:00","28120","28315"
"16.10.2020 08:00 - 16.10.2020 09:00","29845","30042"
"16.10.2020 09:00 - 16.10.2020 10:00","30808","31025"
"16.10.2020 10:00 - 16.10.2020 11:00","31299","31384"
"16.10.2020 11:00 - 16.10.2020 12:00","31428","31477"
"16.10.2020 12:00 - 16.10.2020 13:00","31600","31549"
"16.10.2020 13:00 - 16.10.2020 14:00","31378","31315"
"16.10.2020 14:00 - 16.10.2020 15:00","30315","30242"
"16.10.2020 15:00 - 16.10.2020 16:00","29286","29225"
"16.10.2020 16:00 - 16.10.2020 17:00","28748","28674"
"16.10.2020 17:00 - 16.10.2020 18:00","28613","28392"
"16.10.2020 18:00 - 16.10.2020 19:00","28483","28350"
"16.10.2020 19:00 - 16.10.2020 20:00","29463","29593"
"16.10.2020 20:00 - 16.10.2020 21:00","31583","31459"
"16.10.2020 21:00 - 16.10.2020 22:00","30742","30949"
"16.10.2020 22:00 - 16.10.2020 23:00","27919","28286"
"16.10.2020 23:00 - 17.10.2020 00:00","25741","26165"
"17.10.2020 00:00 - 17.10.2020 01:00","24637","24917"
"17.10.2020 01:00 - 17.10.2020 02:00","23225","23548"
"17.10.2020 02:00 - 17.10.2020 03:00","22137","22470"
"17.10.2020 03:00 - 17.10.2020 04:00","21582","21907"
"17.10.2020 04:00 - 17.10.2020 05:00","21347","21631"
"17.10.2020 05:00 - 17.10.2020 06:00","21159","21308"
"17.10.2020 06:00 - 17.10.2020 07:00","21691","21856"
"17.10.2020 07:00 - 17.10.2020 08:00","22909","23039"
"17.10.2020 08:00 - 17.10.2020 09:00","24039","24228"
"17.10.2020 09:00 - 17.10.2020 10:00","26050","26170"
"17.10.2020 10:00 - 17.10.2020 11:00","27511","27772"
"17.10.2020 11:00 - 17.10.2020 12:00","27761","28072"
"17.10.2020 12:00 - 17.10.2020 13:00","27716","27916"
"17.10.2020 13:00 - 17.10.2020 14:00","27702","27953"
"17.10.2020 14:00 - 17.10.2020 15:00","27010","27334"
"17.10.2020 15:00 - 17.10.2020 16:00","25547","25808"
"17.10.2020 16:00 - 17.10.2020 17:00","24669","25071"
"17.10.2020 17:00 - 17.10.2020 18:00","24441","24661"
"17.10.2020 18:00 - 17.10.2020 19:00","24613","24727"
"17.10.2020 19:00 - 17.10.2020 20:00","25804","26237"
"17.10.2020 20:00 - 17.10.2020 21:00","28240","28399"
"17.10.2020 21:00 - 17.10.2020 22:00","28179","28518"
"17.10.2020 22:00 - 17.10.2020 23:00","26208","26396"
"17.10.2020 23:00 - 18.10.2020 00:00","24330","24490"
"18.10.2020 00:00 - 18.10.2020 01:00","22966","22705"
"18.10.2020 01:00 - 18.10.2020 02:00","21448","21301"
"18.10.2020 02:00 - 18.10.2020 03:00","20479","20235"
"18.10.2020 03:00 - 18.10.2020 04:00","19908","19594"
"18.10.2020 04:00 - 18.10.2020 05:00","19662","19292"
"18.10.2020 05:00 - 18.10.2020 06:00","19557","19260"
"18.10.2020 06:00 - 18.10.2020 07:00","19946","19583"
"18.10.2020 07:00 - 18.10.2020 08:00","20674","20194"
"18.10.2020 08:00 - 18.10.2020 09:00","21163","20703"
"18.10.2020 09:00 - 18.10.2020 10:00","22832","22453"
"18.10.2020 10:00 - 18.10.2020 11:00","24401","24337"
"18.10.2020 11:00 - 18.10.2020 12:00","25119","25078"
"18.10.2020 12:00 - 18.10.2020 13:00","25329","25559"
"18.10.2020 13:00 - 18.10.2020 14:00","25622","25825"
"18.10.2020 14:00 - 18.10.2020 15:00","25259","25620"
"18.10.2020 15:00 - 18.10.2020 16:00","23872","23948"
"18.10.2020 16:00 - 18.10.2020 17:00","23079","23242"
"18.10.2020 17:00 - 18.10.2020 18:00","22848","22995"
"18.10.2020 18:00 - 18.10.2020 19:00","23092","23235"
"18.10.2020 19:00 - 18.10.2020 20:00","24617","25089"
"18.10.2020 20:00 - 18.10.2020 21:00","27414","27601"
"18.10.2020 21:00 - 18.10.2020 22:00","27654","27552"
"18.10.2020 22:00 - 18.10.2020 23:00","26232","25865"
"18.10.2020 23:00 - 19.10.2020 00:00","24350","23917"
"19.10.2020 00:00 - 19.10.2020 01:00","22272","22407"
"19.10.2020 01:00 - 19.10.2020 02:00","21107","21092"
"19.10.2020 02:00 - 19.10.2020 03:00","20288","20430"
"19.10.2020 03:00 - 19.10.2020 04:00","19970","20145"
"19.10.2020 04:00 - 19.10.2020 05:00","20036","20292"
"19.10.2020 05:00 - 19.10.2020 06:00","20628","20922"
"19.10.2020 06:00 - 19.10.2020 07:00","23209","23728"
"19.10.2020 07:00 - 19.10.2020 08:00","26948","27568"
"19.10.2020 08:00 - 19.10.2020 09:00","28956","29658"
"19.10.2020 09:00 - 19.10.2020 10:00","30100","30579"
"19.10.2020 10:00 - 19.10.2020 11:00","30866","31046"
"19.10.2020 11:00 - 19.10.2020 12:00","31240","30980"
"19.10.2020 12:00 - 19.10.2020 13:00","31487","31281"
"19.10.2020 13:00 - 19.10.2020 14:00","31535","31094"
"19.10.2020 14:00 - 19.10.2020 15:00","30602","30232"
"19.10.2020 15:00 - 19.10.2020 16:00","29607","29256"
"19.10.2020 16:00 - 19.10.2020 17:00","29172","29023"
"19.10.2020 17:00 - 19.10.2020 18:00","29145","28878"
"19.10.2020 18:00 - 19.10.2020 19:00","29024","28766"
"19.10.2020 19:00 - 19.10.2020 20:00","30317","30707"
"19.10.2020 20:00 - 19.10.2020 21:00","32694","32702"
"19.10.2020 21:00 - 19.10.2020 22:00","31647","31573"
"19.10.2020 22:00 - 19.10.2020 23:00","28192","28512"
"19.10.2020 23:00 - 20.10.2020 00:00","25770","26080"
"20.10.2020 00:00 - 20.10.2020 01:00","24248","24444"
"20.10.2020 01:00 - 20.10.2020 02:00","23023","23172"
"20.10.2020 02:00 - 20.10.2020 03:00","22229","22398"
"20.10.2020 03:00 - 20.10.2020 04:00","21936","22073"
"20.10.2020 04:00 - 20.10.2020 05:00","21940","22106"
"20.10.2020 05:00 - 20.10.2020 06:00","22406","22583"
"20.10.2020 06:00 - 20.10.2020 07:00","24735","24728"
"20.10.2020 07:00 - 20.10.2020 08:00","28307","28250"
"20.10.2020 08:00 - 20.10.2020 09:00","30066","30195"
"20.10.2020 09:00 - 20.10.2020 10:00","31028","30933"
"20.10.2020 10:00 - 20.10.2020 11:00","31470","31538"
"20.10.2020 11:00 - 20.10.2020 12:00","31551","32027"
"20.10.2020 12:00 - 20.10.2020 13:00","31777","32367"
"20.10.2020 13:00 - 20.10.2020 14:00","31661","32278"
"20.10.2020 14:00 - 20.10.2020 15:00","30679","31157"
"20.10.2020 15:00 - 20.10.2020 16:00","29754","29945"
"20.10.2020 16:00 - 20.10.2020 17:00","29433","29336"
"20.10.2020 17:00 - 20.10.2020 18:00","29360","29399"
"20.10.2020 18:00 - 20.10.2020 19:00","29219","29566"
"20.10.2020 19:00 - 20.10.2020 20:00","30683","31121"
"20.10.2020 20:00 - 20.10.2020 21:00","32929","32673"
"20.10.2020 21:00 - 20.10.2020 22:00","31749","31619"
"20.10.2020 22:00 - 20.10.2020 23:00","28535","28425"
"20.10.2020 23:00 - 21.10.2020 00:00","26164","25945"
"21.10.2020 00:00 - 21.10.2020 01:00","24586","24492"
"21.10.2020 01:00 - 21.10.2020 02:00","23289","23261"
"21.10.2020 02:00 - 21.10.2020 03:00","22447","22462"
"21.10.2020 03:00 - 21.10.2020 04:00","22091","22082"
"21.10.2020 04:00 - 21.10.2020 05:00","22088","22028"
"21.10.2020 05:00 - 21.10.2020 06:00","22529","22571"
"21.10.2020 06:00 - 21.10.2020 07:00","24775","24931"
"21.10.2020 07:00 - 21.10.2020 08:00","28239","28346"
"21.10.2020 08:00 - 21.10.2020 09:00","30016","30230"
"21.10.2020 09:00 - 21.10.2020 10:00","30953","30815"
"21.10.2020 10:00 - 21.10.2020 11:00","31553","31183"
"21.10.2020 11:00 - 21.10.2020 12:00","31783","31533"
"21.10.2020 12:00 - 21.10.2020 13:00","32160","31868"
"21.10.2020 13:00 - 21.10.2020 14:00","32014","31736"
"21.10.2020 14:00 - 21.10.2020 15:00","31033","30577"
"21.10.2020 15:00 - 21.10.2020 16:00","29991","29675"
"21.10.2020 16:00 - 21.10.2020 17:00","29543","28988"
"21.10.2020 17:00 - 21.10.2020 18:00","29456","28869"
"21.10.2020 18:00 - 21.10.2020 19:00","29461","28948"
"21.10.2020 19:00 - 21.10.2020 20:00","30961","30616"
"21.10.2020 20:00 - 21.10.2020 21:00","32892","32255"
"21.10.2020 21:00 - 21.10.2020 22:00","31596","31346"
"21.10.2020 22:00 - 21.10.2020 23:00","28437","28235"
"21.10.2020 23:00 - 22.10.2020 00:00","26049","25798"
"22.10.2020 00:00 - 22.10.2020 01:00","24477","24475"
"22.10.2020 01:00 - 22.10.2020 02:00","23156","23148"
"22.10.2020 02:00 - 22.10.2020 03:00","22356","22365"
"22.10.2020 03:00 - 22.10.2020 04:00","21994","22168"
"22.10.2020 04:00 - 22.10.2020 05:00","21923","21994"
"22.10.2020 05:00 - 22.10.2020 06:00","22372","22536"
"22.10.2020 06:00 - 22.10.2020 07:00","24570","24710"
"22.10.2020 07:00 - 22.10.2020 08:00","27967","28400"
"22.10.2020 08:00 - 22.10.2020 09:00","29713","30190"
"22.10.2020 09:00 - 22.10.2020 10:00","30516","30788"
"22.10.2020 10:00 - 22.10.2020 11:00","31012","31346"
"22.10.2020 11:00 - 22.10.2020 12:00","31221","31631"
"22.10.2020 12:00 - 22.10.2020 13:00","31579","32114"
"22.10.2020 13:00 - 22.10.2020 14:00","31520","32009"
"22.10.2020 14:00 - 22.10.2020 15:00","30530","30891"
"22.10.2020 15:00 - 22.10.2020 16:00","29518","29750"
"22.10.2020 16:00 - 22.10.2020 17:00","29054","29273"
"22.10.2020 17:00 - 22.10.2020 18:00","28935","29331"
"22.10.2020 18:00 - 22.10.2020 19:00","28848","29395"
"22.10.2020 19:00 - 22.10.2020 20:00","30350","30790"
"22.10.2020 20:00 - 22.10.2020 21:00","32137","32410"
"22.10.2020 21:00 - 22.10.2020 22:00","31163","31629"
"22.10.2020 22:00 - 22.10.2020 23:00","28012","28568"
"22.10.2020 23:00 - 23.10.2020 00:00","25695","26163"
"23.10.2020 00:00 - 23.10.2020 01:00","24630","24624"
"23.10.2020 01:00 - 23.10.2020 02:00","23344","23393"
"23.10.2020 02:00 - 23.10.2020 03:00","22480","22444"
"23.10.2020 03:00 - 23.10.2020 04:00","22138","22188"
"23.10.2020 04:00 - 23.10.2020 05:00","22083","22021"
"23.10.2020 05:00 - 23.10.2020 06:00","22504","22437"
"23.10.2020 06:00 - 23.10.2020 07:00","24754","24582"
"23.10.2020 07:00 - 23.10.2020 08:00","28217","28145"
"23.10.2020 08:00 - 23.10.2020 09:00","29984","29963"
"23.10.2020 09:00 - 23.10.2020 10:00","30761","30486"
"23.10.2020 10:00 - 23.10.2020 11:00","31277","30955"
"23.10.2020 11:00 - 23.10.2020 12:00","31561","31124"
"23.10.2020 12:00 - 23.10.2020 13:00","31900","31255"
"23.10.2020 13:00 - 23.10.2020 14:00","31878","31031"
"23.10.2020 14:00 - 23.10.2020 15:00","30750","30115"
"23.10.2020 15:00 - 23.10.2020 16:00","29524","28981"
"23.10.2020 16:00 - 23.10.2020 17:00","28848","28417"
"23.10.2020 17:00 - 23.10.2020 18:00","28629","28148"
"23.10.2020 18:00 - 23.10.2020 19:00","28615","28008"
"23.10.2020 19:00 - 23.10.2020 20:00","30019","29482"
"23.10.2020 20:00 - 23.10.2020 21:00","31416","31081"
"23.10.2020 21:00 - 23.10.2020 22:00","30608","30373"
"23.10.2020 22:00 - 23.10.2020 23:00","27660","27572"
"23.10.2020 23:00 - 24.10.2020 00:00","25552","25448"
"24.10.2020 00:00 - 24.10.2020 01:00","24190","24046"
"24.10.2020 01:00 - 24.10.2020 02:00","22840","22790"
"24.10.2020 02:00 - 24.10.2020 03:00","21755","21790"
"24.10.2020 03:00 - 24.10.2020 04:00","21245","21254"
"24.10.2020 04:00 - 24.10.2020 05:00","20932","20922"
"24.10.2020 05:00 - 24.10.2020 06:00","20807","20809"
"24.10.2020 06:00 - 24.10.2020 07:00","21371","21397"
"24.10.2020 07:00 - 24.10.2020 08:00","22638","22446"
"24.10.2020 08:00 - 24.10.2020 09:00","23783","23566"
"24.10.2020 09:00 - 24.10.2020 10:00","25551","25388"
"24.10.2020 10:00 - 24.10.2020 11:00","27022","26832"
"24.10.2020 11:00 - 24.10.2020 12:00","27450","27301"
"24.10.2020 12:00 - 24.10.2020 13:00","27548","27531"
"24.10.2020 13:00 - 24.10.2020 14:00","27560","27645"
"24.10.2020 14:00 - 24.10.2020 15:00","26820","27081"
"24.10.2020 15:00 - 24.10.2020 16:00","25291","25473"
"24.10.2020 16:00 - 24.10.2020 17:00","24413","24446"
"24.10.2020 17:00 - 24.10.2020 18:00","24121","24256"
"24.10.2020 18:00 - 24.10.2020 19:00","24297","24305"
"24.10.2020 19:00 - 24.10.2020 20:00","25788","26137"
"24.10.2020 20:00 - 24.10.2020 21:00","27839","27815"
"24.10.2020 21:00 - 24.10.2020 22:00","27768","27866"
"24.10.2020 22:00 - 24.10.2020 23:00","25701","25806"
"24.10.2020 23:00 - 25.10.2020 00:00","23891","24041"
"25.10.2020 00:00 - 25.10.2020 01:00","22399","22538"
"25.10.2020 01:00 - 25.10.2020 02:00","20916","21056"
"25.10.2020 02:00 - 25.10.2020 03:00","19898","19996"
"25.10.2020 02:00 - 25.10.2020 03:00","19812","19227"
"25.10.2020 03:00 - 25.10.2020 04:00","19355","18769"
"25.10.2020 04:00 - 25.10.2020 05:00","19098","18616"
"25.10.2020 05:00 - 25.10.2020 06:00","19107","18767"
"25.10.2020 06:00 - 25.10.2020 07:00","19522","19198"
"25.10.2020 07:00 - 25.10.2020 08:00","20039","19595"
"25.10.2020 08:00 - 25.10.2020 09:00","20782","20884"
"25.10.2020 09:00 - 25.10.2020 10:00","22516","23180"
"25.10.2020 10:00 - 25.10.2020 11:00","24039","24349"
"25.10.2020 11:00 - 25.10.2020 12:00","24706","24906"
"25.10.2020 12:00 - 25.10.2020 13:00","25130","25188"
"25.10.2020 13:00 - 25.10.2020 14:00","25461","25900"
"25.10.2020 14:00 - 25.10.2020 15:00","25201","25353"
"25.10.2020 15:00 - 25.10.2020 16:00","23658","23839"
"25.10.2020 16:00 - 25.10.2020 17:00","22857","23354"
"25.10.2020 17:00 - 25.10.2020 18:00","22765","23299"
"25.10.2020 18:00 - 25.10.2020 19:00","23808","25189"
"25.10.2020 19:00 - 25.10.2020 20:00","25624","26720"
"25.10.2020 20:00 - 25.10.2020 21:00","27082","27159"
"25.10.2020 21:00 - 25.10.2020 22:00","26753","26647"
"25.10.2020 22:00 - 25.10.2020 23:00","25216","25093"
"25.10.2020 23:00 - 26.10.2020 00:00","23522","23121"
"26.10.2020 00:00 - 26.10.2020 01:00","21930","21723"
"26.10.2020 01:00 - 26.10.2020 02:00","20722","20633"
"26.10.2020 02:00 - 26.10.2020 03:00","20026","20033"
"26.10.2020 03:00 - 26.10.2020 04:00","19741","19702"
"26.10.2020 04:00 - 26.10.2020 05:00","19841","19916"
"26.10.2020 05:00 - 26.10.2020 06:00","20616","20726"
"26.10.2020 06:00 - 26.10.2020 07:00","23232","23413"
"26.10.2020 07:00 - 26.10.2020 08:00","26588","26888"
"26.10.2020 08:00 - 26.10.2020 09:00","28793","28951"
"26.10.2020 09:00 - 26.10.2020 10:00","30310","30262"
"26.10.2020 10:00 - 26.10.2020 11:00","31432","30723"
"26.10.2020 11:00 - 26.10.2020 12:00","31355","30730"
"26.10.2020 12:00 - 26.10.2020 13:00","31809","31011"
"26.10.2020 13:00 - 26.10.2020 14:00","31767","30982"
"26.10.2020 14:00 - 26.10.2020 15:00","30971","30248"
"26.10.2020 15:00 - 26.10.2020 16:00","29865","29379"
"26.10.2020 16:00 - 26.10.2020 17:00","29498","28990"
"26.10.2020 17:00 - 26.10.2020 18:00","29780","29103"
"26.10.2020 18:00 - 26.10.2020 19:00","31261","30743"
"26.10.2020 19:00 - 26.10.2020 20:00","32827","32294"
"26.10.2020 20:00 - 26.10.2020 21:00","32933","32553"
"26.10.2020 21:00 - 26.10.2020 22:00","31258","31335"
"26.10.2020 22:00 - 26.10.2020 23:00","28116","28362"
"26.10.2020 23:00 - 27.10.2020 00:00","25822","25749"
"27.10.2020 00:00 - 27.10.2020 01:00","24055","24096"
"27.10.2020 01:00 - 27.10.2020 02:00","22656","22682"
